content,score
"Secara fungsi mungkin oke, tapi gak bisa save no id pelanggan untuk transaksi pembelian, harus input baru. Blm apa2 sudah update, perasaan mending yang lama. Kalo mau launching aplikasi minimal setara lah sama yang kemarin baru kita disuruh migrasi.",2
Tidak bisa melihat berita atau keterangan transaksi yang masuk apa / berita transfer masuk tidak ada.😇😇🤭🤦 Beda dengan aplikasi yang lama Lebih bagus aplikasi BNI yg lama uraian lebih detail berita atau keterangan transaksi nya.,1
"Bermacam bug terjadi, terahir penggunaan aplikasi ini karena terkena Bug pada laman syarat dan ketentuan. sudah dicentang, dan dilanjutkan, malah muncul notif sesi login habis, harap login kembali, dan berulang. Bukannya makin efisien, malah memperibet. Sinyal dipastikan 5G, Hapus Cache? Hapus data? Login ulang? Install ulang? Sudah Semua, dan Bug tetap konsisten pada tempatnya. Hebat, Selamat!",1
"Tidak selengkap aplikasi sebelumnya, tidak bisa download mutasi kalo memerlukan mutasi rekening koran harus ke cabang untuk print mutasi, tidak bisa melihat histori angsuran kredit, pada fitur transfer rekening yg sdh ada di aplikasi lama tidak bisa digunakan di wonder walaupun sdh berkali-kali diinput ulang. Sebaiknya BNI Mobile nya jangan dihapus dulu sebelum aplikasi WONDR bisa memberikan pelayanan yg sama dgn aplikasi sebelumnya.",2
"aku baru bikin rekening BNI, dan instal m-banking nya, ternyata sangat amat sekali worth it, karena Wondr by BNI mudah digunakan dan tampilanya kece. Apalagi minimal saldonya ramah dikantong, jadi nggak perlu khawatir, terus biaya adminnya juga dikit, yg paling aku senengi adalah, bisa narik tunai 20k jadi lebih hemat. Selama aku pakai ini aku nyaman banget, jadi nggak boros dan nggak khawatir aplikasinya lelet, karena buat transaksi itu sat set, jadi menghemat waktu.",5
"Untung aplikasi BNI Mobile ku blm ku hapus 🤦🏻‍♀️ wonder by BNI ini kayak.y belum siap pakai deh tp udah diluncurkan. Awal download ragu² krn ulasan.y bener² buruk tp nekat download langsung daftar kemarin & aplikasi.y berfungsi dgn baik meskipun masih banyak fitur yg kurang. Hari ini pas mau login bener² gak bisa, yg muncul selalu syarat & ketentuan, udah dicentang semua & udah coba berkali-kali tp tetap gak bisa login dgn keterangan ""sesi anda telah berakhir"". Tolong diperbaiki lagi 🙏",1
"Sering ngadat, gak bisa dibuka, padahal pas mau bayar di kasir, sudah sering lwbih dari 5x dalam rentang 1 bulan ini, sudah di update juga, udah keluar masuk app nya... Lebih bagus mobile banking BNI yang sebelumnya... Ga lucu kan kalo antrean kasir stug nunggu wondr nya ngadat...",1
"Duhhh, parah ni aplikasi, makin lelet kaya pentium 2, dan ngak bisa masuk2. Kenapa ya. Parah dah. Ngak kaya aplikasi l*v*n sebelah, wush wush ngak pernah error. Ini apaan mau masuk login berulang ulang ngak masuk masuk. Klo ngak ada perbaikan, mending kabur dah Setia sama yg sebelah. Enak banget. (saya edit, terima kasih sudah direspon) bintangnya nambah",3
"Banyak bug, baru klik aplikasinya terus terima syarat setelah itu sesi berakhir sampai 5 kali lebih, dan bug lainnya saat tidak sengaja keluar aplikasi lalu kembali ke aplikasi, langsung ada tulisan sesi berakhir. Terlalu ribet dan tidak se fleksibel sebelumnya.",1
"Semenjak Pakai wonder by BNI ,, fitur fitur didalamnya enak di akses dan lebih mudah,, akan tetapi kalau saya pengen buka aplikasi / mau login itu lama sekali, harus berkali - kali membukanya ,, malah terkadang tidak brfungsi sama sekali ,,mohon di perbaiki 🙏🙏🙏",2
"aplikasinya menguji kesabaran banget ya. setiap buka wondr,balik ke syarat dan ketentuan.ga bisa login. udah 3 hari dan 3 x bolak balil instal uninstall sama aja. katanya lebih mudah ini jadi memeprsulit banget ya.tolong la aplikasi nya dibenerin dulu .pakai yg internet banking lama ga bisa transaksi. aplikasi ini ga bisa dipakai .mengecewakan sekali sih ini.",1
Sudah daftar pas masuk suruh daftar lagi applikasi aneh. Close sendiri pas buka lagi suruh ceklist persyaratan & verifikasi ktp & wajah lagi. Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi. Jauh sama applikasi BRImo punya BRI.,1
"Menurutku lebih bagus menu di bni mobile. Bukan kah lebih bagus kalau bni mobile nya yang di upgrade di tambahin fitur yang baru. Yang tersedia di wonder. Akses masuk di wonder seandainya pake sensor cuma bisa pake sensor aja. Kl di mobile bni kan bisa wensor bisa pake pasword. Ini aku pake 2 apk ini, kl seandai e hanya 1 apk aja bermasalah gak ya?",2
"Verifikasi wajah susah sekali, udah dekatkan sama jauhkan wajah, toleh kiri kanan juga masih gagal. Satu lagi ini apklikasi kalo lama ga dibuka kereset lagi (daftar ulang) yang prosesnya saya selalu stuck di verifikasi wajah!!. Untuk fitur aplikasi udah oke, kita bisa lihat insight perbulan kita, dll",1
"Sejak update 16 oktober, aplikasi malah jadi susah sekali dibuka... maaf sedang ada gangguan Seperti itu terus.. Kendalanya: tiap kali mau login itu aplikasinya lama banget kak.. trs nanti muncul notice : ""Ada Sedikit kendala, Tim Kami lagi perbaiki, yuk coba lagi!"" Begitu terus kak... jd hrs dicoba berulang kali, kalo tidak ya ditunggu sampai bisa terbuka. Sudah coba unistall dan install kembali ya tetep sama.. Sebelum di update itu aplikasi lancar cepat sekali aksesnya.",1
"Pemakaian baru semingguan, pas buka aplikasi lumayan lama loadingnya berbeda saat pakai bni mbangking. Pas transaksi pembayaran juga gagal terus, tapi untuk rincian keuangan lumayan oke. Semoga dapat ditingkatkan lagi, kebayang mau transaksi non-tunai, ehhhh aplikasi nya lama bangett di bukanya, kan ga lucuuu🫠",2
"Aplikasi wondr ini simpel ya, dan jadi teredukasi saat menggunakan. Menunya belum muncul kayanya krn masa transisi ya, tp pasti akan lebih lengkap nanti pas awal tahun. Aplikasi bni mobile sementara ini jgn dihapus dulu kata petugasnya, soalnya beberapa menu belum masuk ke wondr. Semoga makin hari makin baik👍🏻👍🏻",5
"Impresi pertama, dari UX/UI sudah di lumayan bagus, mirip aplikasi banking bank² lain yg diperbarui, sayangnya masih harus mematikan aksesibilitas, padahal mybca yg sebelumnya perlu mematikan aksesibilitas sekarang sudah tak perlu lagi, kembali ke setelan awalnya. Merepotkan sekali harus meng-on-off-kan aksesibilitas yg mana aplikasi dalam hp banyak yg memerlukan aksesibilitas juga.",1
"RIBET..ketika sdh login gak otomatis langsung migrasi dari rekening lama, malah di arahkan buka tabungan baru..jadinya di aplikasi ini malah no.rek baru..bukan yg lama..bingung juga cara merubahnya...udah gitu dari penampilan & Covernya juga kurang menarik terutama dari pilihan warnanya..masih bagus yg aplikasi lama",2
"Mengalami kemunduran dari BNI Mobile.!!! Di BNI Mobile, setiap transaksi bisa dilihat Jurnal debet kredit & saldo. Lah ini cuma pengeluaran aja. Saldonya tidak langsung di display kan pada jurnal... Sepertinya akan ramai2 Delete Aplikasi Mobile. Karena BSI juga seperti ini. Tak ada Jurnal. Semoga BNI. Kembali Ke tranparansi Jurnal mobile terhadap Customer. TrimaKasih.",1
"love it dengan Wondr by bni. All fiturnya gampang diakses, ga meribetkan melakukan transaksi. mempermudah untuk transfer, bisa E commerce dan E wallet. Ga perlu ribet buka banyak aplikasi lagi semua beres, login mudah,qris cepat bagi aku yang suka melakukan pembayaran non cash.",5
"Sudah menggunakan aplikasi wondr, dimenu bayar &beli pulsa dan paska bayar tidak ada menu pilih operator, apa harus di ulang instal. Transaksi favorit yang sebelumnya ada di aplikasi bni mobile pada hilang. Intinya masih belum mengakomodir transaksi seperti di bni mobile Mohon informasinya",4
"Mudah dipakai, tapi lebih enak di bni mobile, karna histori transaksi bisa di simpan dalam bentuk pdf, Dan kemarin sempat bikin bingung di *semua transaksi* pada saat pembayaran qris uang keluar, tapi pas cek *riwayat transaksi* pembayaran gagal. Sedangkan saya, lupa sebelum transaksi sisa saldo saya berapa. Kalau di APK lama saldo masuk dan saldo keluar dalam 1 ruangan",3
"Aplikasinya sangat mempermudah saat transaksi dimana pun jadi lebih praktis . Tiba2 token listrik , pulsa habis atau mau beli tiket whoos yg harus cepat pun ini sangat mudah langsung sat.. Set bayar semua tanpa kendala",5
"Semenjak pembaharuan terakhir, jadi susah dibuka apk nya. Loadingnya lama banget padahal jaringan bagus, apk yang lain juga bisa dibuka, cuman wondr by bni aja yang loadingnya lamanya kebangetan. Padahal sebelum²nya bagus dipake, lebih mudah dan fleksibel buat login atau mau bayar qris, tapi sejak pembaharuan terakhir jadi kek gini apk nya, jadi susah dibuka.",3
Dari beberapa ulasan semuanya masalah kendala teknis login dan verifikasi. Tapi kenapa solusi dari pihak aplikasi hanya menyarankan kualitas internet stabil. Kita memakai di beberapa daerah dg jaringan internet yg berbeda². Kenapa engga dari pihak aplikasinya memperbaiki kualitasnya,1
"UI nya bagus simpel. SAYANGNYA, bbrp fitur terasa sulit dicari. Daripada cuma nampilin button 'lihat semua kategori', ada baiknya untuk menampilkan seluruh icon feature yg tersedia, atau ganti warna button nya ke warna yg mencolok, bukan putih",3
"Keseluruhan udah bagus, tapi saya saran aja untuk proses login nya dipermudah lagi. Karena saya dapat kasus dimana apknya eror selalu di halaman bagian persyaratan dan persetujuan(3 centang tuh). Dan setelah saya instal ulang ternyata password saya malah salah. Padahal saya ada catatannya tapi di aplikasi malah bilang password yang saya masukkan itu salah. Dan juga untuk pinnya juga sama. ADA JUGA setelah saya ajukan lupa password maupun pin, proses login nya ribet. Udah itu aja keluhan saya.",3
"Tampilan aplikasinya baguss, kombinasi warnanya enak dilihat. Aku paling suka sama fitur goalsnya, jadi bisa kategorikan uang sesuai tujuan yang kita mauuu. Terus juga bisa transfer ke luar negeri, convertnya lumayan baguss.",5
"Sebaiknya sebelum launching di maksimal in dulu. Ini aplikasi di unggulin tapi, menu kok biasa saja. Bahkan fiktur yang lagi banyak di gunain tidak ada. Contohnya tarik tunai atm tanpa kartu atau setor tunai . Mohon di tambahkan menu tersebut dan di update tanpa mengunakan OTP.",5
"Baru beberapa hari menggunakan, masih kurang terbiasa dengan tampilannya, terus tulisan atau ukuran huruf terlalu kecil dan agak ngeblur baik tampilan atau huruf dan angka pada saat transaksi contohnya saat mengisi pulsa, membuat agak kesulitan bagi pengguna dengan mata plus untuk melihat atau membacanya",2
"- Fitur masih belum banyak,. seharusnya fitur penting seperti tarik tunai tanpa kartu disediakan (kayak sebelah 'lancar') - Lalu loading nya lumayan lama, - Transfer(dana minumum yg tinggal di rekening) ketika pilih nominal seharusnya ada alert 'dana tidak mencukupi', sebelum tf itu di beri peringatan. (Masa iya ketika sudah tf harus gagal dulu, baru di kasih notifikasinya)",3
"Aplikasi wondr ini emang ngebantu banget, semua fitur sudah tersedia dan user interface nya nyaman bgt mulai dari perpaduan warna dan iconic dari aplikasinya juga bagus. Selalu pake wondr buat top up e-wallet ku karna udah praktis banget👍",5
"Belum siap buat aplikasi, masih sering Bug. Masuk aja loading lama, transaksi Qris gagal terus. Katanya lebih simpel tapi justru beberapa fitur penting di BNI M-Banking malah dihilangkan, seperti riwayat transaksi yang tidak bisa di download. Intinya Masih Lebih bagus dengan BNI Mobile Banking yang sebelumnya. Banyak keluhan di Wondr tapi tidak ada perbaikan, ya pantas rating dibawah 4",1
"Aneh banget!!! Saya transfer untuk pembelian tiket tertulis ""transaksi gagal"" tapi saldo saya berkurang. Admin udah di email dan kontak person cuman both aja terus yang jawab. Mana aku cek di riwayat transaksi cuma besaran uang keluar aja yg bisa di tracking untuk besaran sisa saldo pertransaksi ngga ada lagi. Lebih rekomen bni mobile bangking dari pada aplikasi ini",1
"Ni aplikasi kalo belum siap, jangan di kasih ke nasabah.. fitur masih banyak yang kurang. Aplikasi sering nutup sendiri. Kalo ada perbaikan fitur lama. Bayangin kalo lagi butuh cepet buat transaksi mobile, tapi aps nya ket lagi perbaikan..",2
"Hai aku pengguna baru dan excited banget, ternyata ada ya aplikasi banking yang colorful kayak gini,sangat menyenangkan gak monoton warnanya 😁, berasa nyaman aj dipandang walaupun saldo masih tipis, dan yang paling aku suka ada fitur transfer luar negeri trus langsung nonggol negara tujuan,mantap. apknya gak lelet Terimakasih ya, semoga uang nyaman direkening ini ☺️",5
"Pelayanan nya baik dan aplikasi lebih menarik. UI nya bagus ramah pengguna. Aplikasinya lebih mudah digunakan, banyak sekali menu-menu tersedia yang sangat membantu memudahkan kita untuk melakukan kegiatan transaksi dimanapun dan kapanpun. Semua jadi lebih mudah dan praktis dengan aplikasi Wondr by BNI ini terima kasih semoga semakin canggih dan sukses terus.",5
"Transaksi gagal tapi saldo terpotong. Beli pulsa listrik sejuta statusnya gagal, saldo terpotong. Dengan harapan dana di refund karna memang STATUS GAGAL (BUKAN PENDING), akhirnya beli pakai aplikasi bank lain dan berhasil. Setelah dikonfirmasi ternyata status transaksi berhasil (nomor token dikirim lewat email setelah komplain). Tolong Pihak BNI harusnya bisa diberikan keterangan pending, jangan langsung status gagal!!! Sekarang saldo token menumpuk padahal cuma buat kamar kos sementara 😡😡😡",1
"Aplikasinya simpel, tampilannya menarik, dan mudah digunakan. Aplikasinya lengkap banget, bisa lihat insight keuangan, pemasukan, pengeluaran, investasi, tabungan, dan mengembangkan aset. Mantap banget!! BNI maju terus!!",5
"Makin ribet aj nih terlalu banyak aplikasi padahal dr BNI mobil banking udh enak gak perlu keluar masuk aplikasi lagi,mohon dikembalikan seperti semula aj dalam 1 aplikasi untuk semua transaksi lebih mudah dan nyaman,jangan malah dibuat tambah ribet untuk transaksi dan lain nya 😒",1
"Terjadi bug tolong lebih cermat di perbaiki, ini sangat menggangu kalau bertransaksi, kalau anda bilang ini aplikasi untuk mempermudah kenapa malah sering terjadi bug, masuk login saja gak bisa, BNI mobile yg sebelumnya lancar untuk beli token listrik harus kesini, dan ini tidak bisa login, kembalikan saja BNI mobile banking seperti semula, toh juga sama saja",1
Bagus jg aplikasinya mudah jg masuknya dan buat transfer dan top up e walet mudah digunakan ga ribet dan simple..untuk pembayaran apaPun juga bisa ga harus jauh jauh keluar klo udh punya aplikasi ini..pokoknya mantap bgt 😍😍..,5
Terimakasih sudah ada perbaikan bug pada beberapa menu. Sy tambah bintangnya. Tinggal saran sy utk notifikasi transaksi tidak dibatasi di nominal 500.000. Tetapi semua transaksi debit dan kredit berapapun nominal agar muncul notifikasi melayang di layar ponsel seperti pada aplikasi myBCA.,4
"Sangat kurang sekali, sudah login dan masuk akun pas keluar aplikasi kemudian mencoba masuk apk lagi tiba2 ngak bisa, bagusan aplikasi yang terlama daripada yang ini, selalu keluar sendiri dari aplikasi saat login",1
"Sebenernya dari segi tampilan simpel tapi setelah logout stuck di syarat dan ketentuan, pas klik 'saya setuju' muncul tampilan bahwa sesi berakhir, akhirnya kembali ke syarat dan ketentuan dan klik 'saya setuju' dan kembali tampilan sesi berakhir, loophole secara terus meneris. Mohon diperbaiki",2
"Aplikasi perbankan yang terpercaya,aman, dan semua yang dibutuhkan lengkap mulai dari menabung,isi pulsa, dan untuk investasi juga bisa loh, pokoknya lengkap banget,hanya dalam satu genggaman,semua keuangan jadi terperinci lengkap, untuk mempelajarinya juga simple,gak susah",5
"Secara keseluruhan bagus sih.. di planning kan sebagai pengganti mbanking yang udah lama berjalan, tapi dr sisi realtime dan fitur² masih banyak kekurangan, transaksi di tgl yg sama ga keluar, karena kadang² saat transaksi harian suka lupa kirim bukti transfer, tapi pas di cari lg ga ada riwayat transaksi berjalan di tanggal yg sama",1
"Pakai wondr by BNI malah keasikan karena aplikasinya tu banyak fiturnya yang mudah dipahami apalagi buat pemula,transaksi juga lebih mudah mau e-wallet,bayar pulsa,e-commerce dan banyak lg pokoknya top banget,apalagi ada tabungan reksadana juga.ngebantu bgt deh pokoknya buat yang mager-mager keluar rumah tinggal pegang hp klik wondr by BNI dah jadi deh.",5
"Secara keseluruhan aplikasi ini gampang d gunakan fitur"" nya juga mudah d pakai dan membantu aku ngrencanain keungan ku lebih baik.Fitur login sidik jari sangat praktis ga susah msukin passwort.Selain itu proses tranfer dan pembayaran terasa aman dan cepat.Aplikasinya stabil bahkan di jaringan yang kurang bagus.",5
"Aplikasi sering gak bisa dibuka. Baru mau masuk keluar lagi dan lagi . Sampai di unisntall terus instal lagi tetap aja tidak bisa masuk. Mohon diperbaiki systemnya, kasihan sama yg membutuhkan. Apalagi disaat penting malah nge bug",1
"Aplikasinya keren banget cuy, fiturnya lengkap dan gampang banget dipahami. Semua fungsi berjalan mulus tanpa hambatan, jadi bikin nyaman buat dipakai setiap hari. Desainnya juga enak dilihat, simpel tapi tetap modern. Yang bikin makin oke sih, aplikasi ini beneran nge-support kebutuhan gw sehari-hari. Mantap banget, lanjut terus pengembangannya min!",5
"Suasah banget mau login aja. Tampilan diawal selalu syarat dan ketentuan, terus muncul notif sesi telah berakhir. Saya edit lagi ulasannya. Karena saya udh uninstall, terus download lagi, kendala masih sama. Gak berguna aplikasinya, sampe login aja ga bisa.",1
"Setelah install aplikasi ini, langsung berasa bedanya. Semua kebutuhan mulai dari transfer, cek saldo, sampai bayar-bayar tagihan, bisa selesai cuma dari satu aplikasi ini aja. Apalagi ada fitur tambahan yang bikin pengalaman pake aplikasi ini makin praktis. Plus, CS-nya responsif banget kalau ada kendala. Pokoknya, puas banget pake Wondr by BNI.",5
Mantab..lebih mudah dan gampang untuk transaksi... makasih BNI..👍 Tapi kadang-kadang kalo malam sering error / atau dalam perbaikan lah...masa bisanya dipakai siang aja...kolo malam gak bisa... percuma dong,5
"Aplikasi terlalu sering perbaikan terkadang jika saya buru buru barang yang sudah di scan tidak bisa di bayar karna aplikasi tiba tiba perbaikan, dan perbaikan aplikasi selalu dalam jangka panjang , dan barusan lagi bisa di buka belum 10 menit udah perbaikan lagi, memang aplikasi ga jelas ini",1
"Aplikasi terbaru dari BNI, memudahkan penggunanya. Perbedaan apk mobile BNI dengan Wondr adalah : ketika log in memakai sandi kombinasi huruf dan angka, pembayaran pin hanya pakai angka (jadi lebih mudah) saya masih pakai keduanya. Menurut saya lebih simple Wondr ini.",5
- Aplikasi masih dalam pengembangan - Tidak semua hp compatible/cocok - Transfer dengan barcode(pengganti nomer rekening) tidak tersedia kalau dulu ada - tidak tersedia tarik tunai tanpa kartu - penamaan rekening listrik tidak bisa digunakan. Menyusahkan saat punya banyak meteran yang harus diisi token. - aplikasi lebih jelek dari yg BNI mobile,1
"suka banget sama apk ini karena sangat membantu di saat lagi kepepet di luar mau isi token dll ,apk mudah digunakan mudah di pahami keamanan terjamin terjaga jadi ga bikin khawatir bisa juga pembayaran via qris jadi tentunya lebih praktis",5
"Tolong diperbaiki ya, saya butuh untuk transaksi ke mana mana gagal terus. Mau ke e-wallet lain, ke bank juga gagal terus, udah saya coba beberapa kali, terus saya coba cek di play store siapa tau belum update, tapi udah update ke versi terbaru. Padahal dana yang saya simpan di sini lagi dibutuhin banget di e-wallet yang lain, malah ga bisa bisa.",1
"Wondr by BNI ini beneran bikin transaksi jadi gampang banget. Fiturnya lengkap dan tampilannya simpel, jadi nggak ribet buat belajar pake pertama kali. Saya juga suka banget sama kecepatan prosesnya, nggak perlu nunggu lama buat semua transaksi selesai. Cocok banget buat yang mau kemudahan dalam urusan keuangan sehari-hari.",5
"Apaan nih, apk slalu gagal buat vermuk. katanya kurang terang. udh di luar rumah pun masih juga gk bisa vermuk. terutama untuk kedipkan mata, gk bekerja sama sekali. setelah 3x percobaan, dan gagal terus harus nunggu bsok lagi. taik.",1
"Cara daftarnya mudah banget, membantu kita buat buka rekening secara online dan cepat, aku bener-bener suka sama semua fiturnya yang memudahkan aku buat transaksi jadi sat set sat set, karna atm lumayan jauh dari temat tinggal dan udah gamau ribet lagi megang cash, pembuatan kartu debitnya juga gampang dan banyak pilihannya, sangat amat recommended yang gamau ribet antri di bank buat buka rekening, atau yg suka transaksi dan belanja tanpa harus ngambil cash dulu ke atm . Good Job",5
"Ini BNI memang lagi tidak butuh nasabah kah? Sistem verifikasi wajah app ini kayak lagi mempermainkan orang aja, udah susah ke-detect mesti dicoba berkali-kali. Pas berhasil, eh malah muncul prompt ""sistem ada kendala. Silakan coba lagi."" Tolong tingkatkan budgetnya dan hire developer yang becus deh. Mending ke bank lain aja ga pakai ribet.",1
"Wondr BNI benar-benar solusi perbankan modern yang saya butuhkan. Aplikasinya mudah digunakan, dengan desain yang simpel dan responsif. Semua transaksi, mulai dari transfer hingga pembayaran tagihan, bisa dilakukan hanya dalam hitungan detik.",5
"Kemarin (9/12) proses aktivasi dan berhasil, sayangnya hari ini (10/12) saya mencoba buka aplikasi tiba2 muncul halaman syarat dan ketentuan pengguna. Coba untuk di centang semua lalu klik saya setuju, muncul notif sesi login habis. Lalu saya klik oke buat log in ulang akan tetapi diarahkan ke halaman yg sama (halaman syarat dan ketentuan)... dan ini berulang terus... mohon untuk ditingkatkan lagi aplikasinya Edit : sudah mulai bisa log in... thankyu",5
"Saya sudah daftar, ketika keluar aplikasi suruh daftar lagi, baru masuk menu login malah dialihkan ke menu daftar, muncul notifikasi menu sesi anda sudah berakhir, tapi endingnya masih sama ketika sampai di menu login lagi-lagi disuruh daftar dan gitu terusmtuermuter",1
"untuk fiturnya makin bagus setelah diupdate akan tetapi masih kurang efisien menurut saya lebih baik yg mbanking yg lama,saya sudah berkali kali gagal dlm bertransaksi coba lebih diperbaiki lgi khususuny buat kaum cashless.makasih",1
"aplikasi yang membantu banget dan sangat mudah digunakan, cara daftarnya juga mudah,buat rekeningpun gak perlu ribet cukup dirumah udah jadi deh, dan untuk kartu fisiknya bisa dikirim ke rumah huhuhu segampang dan se praktis itu ,,untuk transaksipun memudahkan banget antu lemot, fitunya pun mudah dipahami, digunakan untuk pembeliam Ecomerce jadi gampang dan simple dengan menggunakan wondr by BNI,",5
"Baru mencoba Wondr By BNI,dan ternyata sangat memudahkan untuk transaksi saya,dari transfer ataupun top up,semua semakin mudah dan cepat,hanya dalam satu Aplikasi. semoga kedepannya akan banyak promo yg menarik,agar nasabah semakin banyak yg menggunakan Wondr.",5
"Sering error muncul kalimat ""cek ulang nomor atau coba beberapa saat lagi"" Padahal nomor ada di daftar favorit, kok diminta cek ulang. Dicoba lagi dg jeda beberapa waktu, tetap nggak bisa. Nunggu berapa lama? Mending aplikasi lama jarang error. Atau kaya bank biru sebelah, ada 2 model yg sama2 bisa dipakai, aplikasi lama dan yg baru.",5
"‼️‼️ aplikasi error ‼️‼️ saat mau login kedua kalinya. muncul syarat dan ketentuan gitu terus. kalau belum siap ngapain pakai acara ganti aplikasi segala. sudah clear cache & clear data sudah 3x, sama saja. sinyal full 5G buka bni mobile lancar, buka wondr error terus ‼️",1
"kebanyakan perbaikan sistem jadi setiap qris atau pembayaran jadi tertunda, pengalaman saya waktu pembayaran udah selesai tapi pending, tiba tiba keluar sendiri terus ga bisa masuk gara gara ada perbaikan",2
"love it dengan Wondr by bni. All fiturnya gampang diakses, ga meribetkan melakukan transaksi. mempermudah untuk transfer, bisa E commerce dan E wallet. Ga perlu ribet buka banyak aplikasi lagi semua beres, login mudah, qris cepat bagi aku yang suka melakukan pembayaran non cash.",5
"Pengalaman saya menggunakan Wondr by BNI sangat memuaskan. Aplikasi ini tidak hanya mudah digunakan, tetapi juga menawarkan fitur-fitur yang sangat membantu, seperti pengelolaan keuangan, pencatatan transaksi, hingga berbagai opsi pembayaran tagihan. Saya juga suka dengan desainnya yang modern dan intuitif, membuat setiap aktivitas keuangan terasa lebih praktis. Notifikasi real-time juga menjadi nilai tambah karena saya selalu tahu status transaksi tanpa harus repot mengecek manual.",5
"Bagus banget.... Penggunaan aplikasinya Mudah dan cepat aksesnya. Aplikasinya juga warnanya unik, cerah, dan terlihat eye catch. Banyak fiturnya, mudah digunakan, terus tingkatkan layanan terbaiknya ya",5
"Suka banget sama fitur2 di Wondr karena sangat membantu, terutama fitur pengelolaan keuangan yang memudahkan saya untuk melacak pengeluaran dan tabungan. Ada juga fitur ""save goal"" yang saya suka karena bisa langsung menetapkan target keuangan dan memantau progresnya. Pake wondr bikin simpel!",5
Aplikasi nya jelek slalu logout sndr dan ketika mw masuk di minta buat login baru dengan upload ktp dll... Meminta otp di wa sampai 3x pengiriman tak kunjung masuk OTP nya.... Sangat buruk... Yg Ngasih Bintang ⭐⭐⭐⭐⭐ paling para pegawai nya saja... Sangat2 tdk memuaskan nasabaaaah,1
"Buat devoleper wonder BNI saran dari saya tolong buatin fitur cardlessnya supaya bisa narik uang tanpa menggunakan kartu ATM dan buatin juga fitur mutasi rekening pemasukan dan pengeluaran yang bisa di download untuk rekap mingguan atau bulanan itu aja saran dari saya, untuk keseluruhan fitur sudah bagus cuma 2 fitur aja yang belum tersedia mohon untuk di isi ya di apps wondernya terimakasih.",4
"Aplikasi yang bagus dan cukup memudahkan penggunanya, semua transaksi yang saya butuhkan ada disini. Lancar, saldo segera terupdate sendiri setelah transaksi. Fiturnya menarik, tampilan interface nya cukup simpel dan mudah dipahami.",5
